,time,rank,score
2255,2020/8/28 21:07,1,51400
2256,2020/8/28 20:29,1,43400
2257,2020/8/28 19:36,1,42800
2258,2020/8/28 19:00,4,16000
2259,2020/8/28 18:14,1,41400
2260,2020/8/28 17:18,3,20900
2261,2020/8/28 17:09,3,23000
2262,2020/8/28 16:20,1,37700
2263,2020/8/28 15:20,3,21200
2264,2020/8/28 14:35,2,27800
2265,2020/8/28 14:07,2,26400
2266,2020/8/28 13:04,3,26600
2267,2020/8/28 01:57,2,30500
2268,2020/8/28 01:22,3,23000
2269,2020/8/28 00:59,2,39400
2270,2020/8/28 00:35,2,29000
2271,2020/8/28 00:00,4,13400
2272,2020/8/27 20:30,4,5600
2273,2020/8/27 18:34,4,17500
2274,2020/8/27 01:21,4,4600
2275,2020/8/26 22:22,4,11700
2276,2020/8/26 21:38,2,33600
2277,2020/8/26 20:43,3,6000
2278,2020/8/26 02:02,2,26700
2279,2020/8/26 01:37,2,31500
2280,2020/8/26 00:51,2,15800
2281,2020/8/26 00:20,1,47600
2282,2020/8/25 23:53,1,37300
2283,2020/8/25 23:17,2,22700
2284,2020/8/25 22:38,2,42000
2285,2020/8/25 21:55,2,28300
2286,2020/8/25 21:07,2,27100
2287,2020/8/25 18:16,1,54500
2288,2020/8/24 21:01,3,23800
2289,2020/8/24 20:04,3,19200
2290,2020/8/24 19:38,2,26100
2291,2020/8/24 18:50,2,22000
2292,2020/8/24 18:18,1,66200
2293,2020/8/24 17:24,1,48500
2294,2020/8/24 16:51,1,41300
2295,2020/8/24 01:10,3,17100
2296,2020/8/24 00:55,2,34000
2297,2020/8/24 00:41,2,18500
2298,2020/8/23 18:25,1,46200
2299,2020/8/23 02:37,2,36600
2300,2020/8/23 01:59,1,36100
2301,2020/8/23 01:24,1,60400
2302,2020/8/23 00:56,2,23400
2303,2020/8/23 00:28,1,62700
2304,2020/8/22 22:53,2,36300
2305,2020/8/22 22:06,2,30400
2306,2020/8/22 21:45,2,43000
2307,2020/8/22 21:11,2,29800
2308,2020/8/22 20:20,1,37100
2309,2020/8/22 19:44,1,39000
2310,2020/8/22 00:00,4,11600
2311,2020/8/21 22:56,1,39800
2312,2020/8/21 22:20,1,45600
2313,2020/8/20 22:12,4,13700
2314,2020/8/20 21:42,4,-10300
2315,2020/8/20 21:13,1,41400
2316,2020/8/20 20:50,1,54400
2317,2020/8/20 20:17,1,33300
2318,2020/8/20 19:40,2,34000
2319,2020/8/20 18:55,2,37500
2320,2020/8/19 18:49,4,12200
2321,2020/8/18 22:53,4,6800
2322,2020/8/18 21:33,1,38600
2323,2020/8/18 21:00,2,38100
2324,2020/8/18 20:32,1,36200
2325,2020/8/18 19:59,2,39200
2326,2020/8/18 19:23,1,36300
2327,2020/8/18 18:46,2,29000
2328,2020/8/18 14:31,4,15200
2329,2020/8/18 13:50,3,22900
2330,2020/8/18 13:26,3,21600
2331,2020/8/18 13:12,2,40200
2332,2020/8/18 12:35,1,54000
2333,2020/8/18 12:25,3,21000
2334,2020/8/18 11:57,2,34200
2335,2020/8/18 11:25,4,-2500
2336,2020/8/17 23:52,4,11600
2337,2020/8/17 23:08,1,41000
2338,2020/8/17 20:31,4,6800
2339,2020/8/17 18:44,1,52900
2340,2020/8/16 21:38,4,6500
2341,2020/8/16 19:08,3,18200
2342,2020/8/16 18:40,2,35800
2343,2020/8/16 18:21,1,31500
2344,2020/8/16 17:54,1,30500
2345,2020/8/16 15:39,1,54400
2346,2020/8/16 15:03,2,39300
2347,2020/8/16 14:43,1,45300
2348,2020/8/16 13:36,1,46400
2349,2020/8/16 12:45,1,43800
2350,2020/8/16 11:55,1,37300
2351,2020/8/16 11:22,2,22700
2352,2020/8/15 21:56,4,4400
2353,2020/8/15 21:22,1,60900
2354,2020/8/15 20:44,2,18300
2355,2020/8/15 19:39,1,33800
2356,2020/8/15 19:11,2,32900
2357,2020/8/14 22:43,4,-400
2358,2020/8/14 22:14,1,49700
2359,2020/8/14 21:39,1,38100
2360,2020/8/14 01:44,1,33900
2361,2020/8/14 01:07,2,29700
2362,2020/8/13 20:39,4,9900
2363,2020/8/13 18:21,4,11600
2364,2020/8/12 14:04,1,40800
2365,2020/8/12 13:29,2,34900
2366,2020/8/12 12:51,3,23100
2367,2020/8/12 12:17,1,37700
2368,2020/8/12 11:24,2,28300
2369,2020/8/12 03:12,3,10200
2370,2020/8/12 02:36,1,57300
2371,2020/8/12 01:43,1,32900
2372,2020/8/12 01:10,3,19800
2373,2020/8/12 00:14,1,43000
2374,2020/8/11 23:30,3,24900
2375,2020/8/11 22:31,1,48300
2376,2020/8/11 21:14,1,37100
2377,2020/8/11 20:41,1,34300
2378,2020/8/11 00:51,4,-1500
2379,2020/8/11 00:26,1,41500
2380,2020/8/11 00:02,2,31900
2381,2020/8/10 23:04,2,30600
2382,2020/8/10 22:42,1,39900
2383,2020/8/10 22:06,1,43100
2384,2020/8/10 21:34,1,32000
2385,2020/8/10 20:46,1,52100
2386,2020/8/10 20:11,1,56000
2387,2020/8/10 19:26,3,14800
2388,2020/8/10 18:50,3,24500
2389,2020/8/10 17:25,3,21000
2390,2020/8/10 16:56,1,32300
2391,2020/8/10 16:42,1,40200
2392,2020/8/10 16:11,3,23600
2393,2020/8/10 01:57,4,18900
2394,2020/8/10 01:25,2,31700
2395,2020/8/9 23:12,3,20200
2396,2020/8/8 22:52,4,19500
2397,2020/8/8 21:13,3,29200
2398,2020/8/8 19:29,2,26300
2399,2020/8/8 18:43,1,50800
2400,2020/8/7 21:28,3,21400
2401,2020/8/6 23:12,4,-300
2402,2020/8/6 22:17,1,32500
2403,2020/8/6 21:30,1,54300
2404,2020/8/6 20:57,2,27400
2405,2020/8/5 21:28,4,-3200
2406,2020/8/5 19:16,2,30300
2407,2020/8/4 23:48,3,21300
2408,2020/8/4 22:27,2,33500
2409,2020/8/4 20:44,2,38200
2410,2020/8/3 14:26,4,17300
2411,2020/8/1 18:06,4,6000
2412,2020/8/1 01:10,4,10400
2413,2020/8/1 00:43,3,15800
2414,2020/7/31 23:31,4,-4800
2415,2020/7/31 18:56,4,-17800
2416,2020/7/31 17:22,2,20000
2417,2020/7/31 01:10,1,54400
2418,2020/7/31 00:51,3,20000
2419,2020/7/31 00:23,1,47200
2420,2020/7/30 23:53,1,33500
2421,2020/7/30 16:35,4,-3700
2422,2020/7/30 16:16,2,35000
2423,2020/7/30 15:43,1,44100
2424,2020/7/30 01:47,4,13500
2425,2020/7/30 01:24,2,34600
2426,2020/7/30 00:58,1,36300
2427,2020/7/30 00:22,3,16400
2428,2020/7/29 21:53,3,15000
2429,2020/7/29 20:28,2,34900
2430,2020/7/29 00:05,4,9800
2431,2020/7/28 21:10,4,-4600
2432,2020/7/28 20:18,2,34500
2433,2020/7/28 19:04,3,26900
2434,2020/7/28 17:59,1,47900
2435,2020/7/28 02:50,4,-1100
2436,2020/7/28 02:04,1,53200
2437,2020/7/27 23:40,3,26600
2438,2020/7/27 21:30,3,21100
2439,2020/7/27 20:08,1,39300
2440,2020/7/27 01:47,3,18900
2441,2020/7/27 01:11,1,40700
2442,2020/7/26 23:47,2,41900
2443,2020/7/26 17:51,1,61800
2444,2020/7/26 17:12,1,61400
2445,2020/7/25 17:51,1,35400
2446,2020/7/25 00:50,2,30600
2447,2020/7/24 21:32,3,19200
2448,2020/7/24 17:37,2,37200
2449,2020/7/23 18:29,3,26500
2450,2020/7/20 17:57,4,17400
2451,2020/7/19 15:08,3,20700
2452,2020/7/19 14:59,2,33100
2453,2020/7/19 14:05,1,43200
2454,2020/7/18 17:44,3,25300
2455,2020/7/17 18:01,2,36800
2456,2020/7/16 18:12,4,15200
2457,2020/7/15 12:12,3,18200
2458,2020/7/15 01:56,4,2300
2459,2020/7/15 01:06,2,32200
2460,2020/7/14 20:44,3,22800
2461,2020/7/14 20:27,3,23800
2462,2020/7/13 23:29,3,11900
2463,2020/7/13 22:52,1,40900
2464,2020/7/13 18:52,3,27500
2465,2020/7/12 20:27,4,10600
2466,2020/7/12 19:59,2,25000
2467,2020/7/12 19:39,3,23900
2468,2020/7/12 19:08,1,42700
2469,2020/7/11 22:59,2,24300
2470,2020/7/11 22:38,3,27200
2471,2020/7/11 22:10,3,19700
2472,2020/7/11 19:02,3,17600
2473,2020/7/11 18:30,2,32700
2474,2020/7/11 01:05,4,-1900
2475,2020/7/11 00:16,4,16500
2476,2020/7/10 23:51,2,25400
2477,2020/7/10 21:24,2,25600
2478,2020/7/10 20:43,2,17700
2479,2020/7/10 20:15,1,34800
2480,2020/7/10 18:41,3,19300
2481,2020/7/10 16:32,2,20200
2482,2020/7/10 16:07,1,35800
2483,2020/7/10 15:39,3,31300
2484,2020/7/10 13:55,4,4700
2485,2020/7/10 13:16,1,46400
2486,2020/7/10 12:41,2,28500
2487,2020/7/10 01:35,4,15200
2488,2020/7/10 00:45,1,57300
2489,2020/7/9 22:38,4,900
2490,2020/7/9 19:26,1,43200
2491,2020/7/9 18:59,1,36300
2492,2020/7/9 17:58,1,36300
2493,2020/7/9 01:33,1,37900
2494,2020/7/9 00:59,1,43500
2495,2020/7/9 00:24,2,25900
2496,2020/7/8 21:22,2,32300
2497,2020/7/8 20:32,3,15200
2498,2020/7/8 17:42,3,7700
2499,2020/7/8 17:09,3,17400
2500,2020/7/8 14:27,4,-3200
2501,2020/7/8 13:49,2,31600
2502,2020/7/8 13:15,2,24400
2503,2020/7/8 12:44,3,17900
2504,2020/7/8 00:29,4,4600
2505,2020/7/7 23:56,1,43100
2506,2020/7/7 23:20,3,22300
2507,2020/7/7 22:24,3,13000
2508,2020/7/7 21:47,2,30300
2509,2020/7/7 21:25,3,28300
2510,2020/7/7 20:54,1,44500
2511,2020/7/7 20:22,2,22200
2512,2020/7/7 18:44,1,43500
2513,2020/7/7 18:05,4,18400
2514,2020/7/7 01:07,3,15300
2515,2020/7/6 22:05,4,15700
2516,2020/7/6 19:38,3,30000
2517,2020/7/6 19:02,1,34200
2518,2020/7/6 01:35,1,43600
2519,2020/7/6 01:07,1,35300
2520,2020/7/6 00:41,1,50300
2521,2020/7/6 00:00,1,50800
2522,2020/7/5 23:25,3,21100
2523,2020/7/5 22:01,3,21300
2524,2020/7/5 21:31,2,26100
2525,2020/7/5 20:32,3,19200
2526,2020/7/5 17:59,1,46500
2527,2020/7/5 01:04,4,16700
2528,2020/7/5 00:26,2,21600
2529,2020/7/4 23:53,1,45100
2530,2020/7/4 22:22,4,-1700
2531,2020/7/4 21:43,2,24300
2532,2020/7/4 20:40,1,32000
2533,2020/7/4 19:39,3,21300
2534,2020/7/4 19:00,3,23600
2535,2020/7/4 18:32,3,23700
2536,2020/7/4 17:13,2,38700
2537,2020/7/4 15:43,2,30500
2538,2020/7/4 14:49,1,61300
2539,2020/7/4 13:48,2,30600
2540,2020/7/4 13:23,2,27600
2541,2020/7/4 12:50,2,22800
2542,2020/7/4 12:21,3,20800
2543,2020/7/4 05:53,4,-7200
2544,2020/7/4 05:26,1,49800
2545,2020/7/4 01:32,3,23400
2546,2020/7/4 00:09,4,-7400
2547,2020/7/3 23:37,1,53200
2548,2020/7/3 21:31,3,24600
2549,2020/7/3 20:34,3,9200
2550,2020/7/3 00:25,4,18600
2551,2020/7/2 23:29,1,43500
2552,2020/7/2 23:11,2,33600
2553,2020/7/2 22:32,2,28500
2554,2020/7/2 22:08,3,30100
2555,2020/7/2 18:57,2,26100
2556,2020/7/1 21:54,4,4800
2557,2020/7/1 21:14,1,49600
2558,2020/7/1 20:30,1,50100
2559,2020/7/1 19:49,2,29300
2560,2020/7/1 01:00,4,8300
2561,2020/7/1 00:01,2,30300
2562,2020/6/30 23:31,1,36000
2563,2020/6/30 22:18,2,43800
2564,2020/6/30 20:59,3,21400
2565,2020/6/30 20:38,1,66200
2566,2020/6/30 20:21,3,21800
2567,2020/6/30 01:14,1,41800
2568,2020/6/30 00:30,2,22400
2569,2020/6/29 23:56,1,40900
2570,2020/6/29 23:29,2,37600
2571,2020/6/29 22:19,1,32100
2572,2020/6/29 21:55,1,64700
2573,2020/6/29 19:10,4,15300
2574,2020/6/29 18:31,1,31500
2575,2020/6/29 17:49,2,32400
2576,2020/6/29 16:51,3,19100
2577,2020/6/29 15:21,4,-100
2578,2020/6/29 14:52,1,60000
2579,2020/6/29 14:05,3,15600
2580,2020/6/29 13:37,3,20900
2581,2020/6/29 13:09,1,59900
2582,2020/6/29 02:02,4,13200
2583,2020/6/29 01:38,2,31000
2584,2020/6/29 00:46,1,55200
2585,2020/6/29 00:17,2,21600
2586,2020/6/28 23:08,4,-300
2587,2020/6/28 21:25,4,-3900
2588,2020/6/28 20:47,2,27000
2589,2020/6/28 01:45,1,52900
2590,2020/6/28 01:38,1,63300
2591,2020/6/28 01:27,3,12900
2592,2020/6/28 00:35,1,33300
2593,2020/6/27 23:40,1,61500
2594,2020/6/27 23:07,2,14800
2595,2020/6/27 20:32,3,18200
2596,2020/6/27 19:56,2,33300
2597,2020/6/27 19:31,1,38000
2598,2020/6/27 18:30,1,56200
2599,2020/6/27 18:26,2,-7000
2600,2020/6/26 21:30,4,9800
2601,2020/6/26 18:49,4,7000
2602,2020/6/26 17:54,3,19700
2603,2020/6/26 00:07,2,26300
2604,2020/6/25 23:46,2,29700
2605,2020/6/25 22:25,3,20900
2606,2020/6/25 21:46,3,23000
2607,2020/6/25 21:21,2,30800
2608,2020/6/25 19:17,4,2500
2609,2020/6/25 18:17,4,19200
2610,2020/6/25 00:51,1,52300
2611,2020/6/25 00:09,1,44700
2612,2020/6/24 23:39,1,47400
2613,2020/6/24 22:56,1,52900
2614,2020/6/24 22:20,1,58800
2615,2020/6/24 21:45,4,8600
2616,2020/6/24 17:58,1,33700
2617,2020/6/24 17:41,1,50700
2618,2020/6/24 17:14,2,30000
2619,2020/6/24 16:41,1,41800
2620,2020/6/24 16:11,2,32000
2621,2020/6/24 16:01,3,32000
2622,2020/6/24 00:46,2,33800
2623,2020/6/24 00:17,1,39000
2624,2020/6/23 23:49,2,32900
2625,2020/6/23 23:15,4,-1000
2626,2020/6/23 23:00,2,36200
2627,2020/6/23 22:34,1,33400
2628,2020/6/23 19:38,2,29600
2629,2020/6/23 17:35,2,32600
2630,2020/6/23 00:12,4,8300
2631,2020/6/22 23:25,4,14400
2632,2020/6/21 23:56,4,8300
2633,2020/6/21 23:27,1,36600
2634,2020/6/21 22:38,1,65100
2635,2020/6/21 21:44,4,-2300
2636,2020/6/21 20:55,1,62800
2637,2020/6/21 19:30,4,-3500
2638,2020/6/21 18:39,2,35800
2639,2020/6/21 18:13,3,12200
2640,2020/6/21 17:23,4,14100
2641,2020/6/21 16:47,1,43000
2642,2020/6/21 16:35,3,18500
2643,2020/6/21 16:18,3,7400
2644,2020/6/21 15:38,1,41800
2645,2020/6/21 14:28,4,400
2646,2020/6/21 13:44,1,45500
2647,2020/6/21 12:56,2,26400
2648,2020/6/21 12:17,2,28200
2649,2020/6/21 11:39,1,60500
2650,2020/6/21 01:36,2,27000
2651,2020/6/21 01:19,3,26000
2652,2020/6/21 00:54,2,26300
2653,2020/6/21 00:23,2,33200
2654,2020/6/20 23:57,2,45300
2655,2020/6/20 23:41,2,41100
2656,2020/6/20 22:45,2,25700
2657,2020/6/20 22:11,1,36300
2658,2020/6/20 19:19,4,-1100
2659,2020/6/20 18:43,1,30200
2660,2020/6/20 18:01,1,41900
2661,2020/6/20 00:37,3,21800
2662,2020/6/20 00:04,1,53900
2663,2020/6/19 22:00,1,37200
2664,2020/6/19 15:19,2,20700
2665,2020/6/19 14:56,3,24200
2666,2020/6/19 14:44,1,30800
2667,2020/6/19 14:22,3,19300
2668,2020/6/19 13:56,1,32700
2669,2020/6/19 03:59,2,30300
2670,2020/6/19 02:45,1,48700
2671,2020/6/19 02:11,3,18800
2672,2020/6/19 01:33,2,29900
2673,2020/6/19 00:52,3,15000
2674,2020/6/19 00:26,2,23200
2675,2020/6/18 23:30,3,20200
2676,2020/6/18 22:48,3,11200
2677,2020/6/18 22:37,1,31800
2678,2020/6/18 22:16,2,36100
2679,2020/6/18 21:37,2,27800
2680,2020/6/18 18:12,1,43500
2681,2020/6/18 17:40,4,15400
2682,2020/6/18 17:28,2,37000
2683,2020/6/16 23:51,1,32700
